,sched_arr_time_formatted,weekday,service_rte_num,lateness,psngr_load
4075,01:00:00,Monday,0,80.08220973782771,2.0935393258426966
4120,01:00:00,Saturday,0,169.90200617283952,2.488425925925926
4154,01:00:00,Sunday,0,121.37962962962963,2.449074074074074
4190,01:00:00,Thursday,0,112.70330459770115,2.261494252873563
4228,01:00:00,Tuesday,0,71.80890804597702,1.7916666666666667
4266,01:00:00,Wednesday,0,84.09913793103448,1.8857758620689655
4304,01:05:00,Friday,0,164.50070621468925,2.843220338983051
4343,01:05:00,Monday,0,77.88003472222222,2.873611111111111
4386,01:05:00,Saturday,0,113.35016025641025,3.1501068376068373
4420,01:05:00,Sunday,0,133.73863636363637,4.266098484848485
4448,01:05:00,Thursday,0,107.44350282485877,2.25
4487,01:05:00,Tuesday,0,103.7005649717514,2.3961864406779663
4526,01:05:00,Wednesday,0,91.83309792843691,2.217749529190207
4565,01:10:00,Friday,0,192.4450354609929,3.046985815602837
4600,01:10:00,Monday,0,108.0901771336554,3.23268921095008
4641,01:10:00,Saturday,0,97.97493224932249,2.515582655826558
4668,01:10:00,Sunday,0,115.9298780487805,3.0203252032520322
4698,01:10:00,Thursday,0,121.03532608695652,3.328804347826087
4733,01:10:00,Tuesday,0,115.03102836879432,3.1134751773049647
4768,01:10:00,Wednesday,0,98.26684397163122,3.3315602836879434
4803,01:15:00,Friday,0,216.13975694444446,3.2352430555555554
4835,01:15:00,Monday,0,63.53315972222222,3.2113715277777777
4871,01:15:00,Saturday,0,107.6965811965812,2.938034188034188
4896,01:15:00,Sunday,0,100.47526041666667,3.4348958333333335
4922,01:15:00,Thursday,0,132.29427083333334,2.313368055555556
4954,01:15:00,Tuesday,0,127.36429398148148,2.582175925925926
4986,01:15:00,Wednesday,0,110.1087962962963,2.709201388888889
5018,01:20:00,Friday,0,175.87405303030303,2.1571969696969697
5047,01:20:00,Monday,0,69.16414141414141,2.7290614478114477
5082,01:20:00,Saturday,0,180.82239952718675,2.5180260047281324
5114,01:20:00,Sunday,0,153.16382575757575,2.5309343434343434
5144,01:20:00,Thursday,0,112.30208333333331,2.3030303030303028
5173,01:20:00,Tuesday,0,101.92045454545455,2.2954545454545454
5202,01:20:00,Wednesday,0,96.22064393939394,2.245265151515152
5231,01:25:00,Friday,0,182.96685606060606,3.5170454545454546
5260,01:25:00,Monday,0,49.24004975124378,2.887230514096186
5293,01:25:00,Saturday,0,75.97409909909909,2.126126126126126
5318,01:25:00,Sunday,0,114.275,3.2208333333333337
5345,01:25:00,Thursday,0,105.04261363636364,2.9337121212121215
5374,01:25:00,Tuesday,0,134.06439393939394,3.1581439393939394
5403,01:25:00,Wednesday,0,103.92045454545455,3.070075757575758
5432,01:30:00,Friday,0,219.29404761904763,3.538095238095238
5456,01:30:00,Monday,0,90.8966049382716,3.964506172839506
5487,01:30:00,Saturday,0,41.52477477477478,2.9774774774774775
5516,01:30:00,Sunday,0,122.9744623655914,3.653225806451613
5542,01:30:00,Thursday,0,107.975,3.4214285714285713
5566,01:30:00,Tuesday,0,89.88809523809525,3.2095238095238092
5590,01:30:00,Wednesday,0,92.95119047619049,3.030952380952381
5614,01:35:00,Friday,0,186.6465811965812,3.9384615384615382
5641,01:35:00,Monday,0,74.73204022988506,4.094827586206897
5670,01:35:00,Saturday,0,158.22857142857143,3.8738095238095243
5693,01:35:00,Sunday,0,127.34722222222223,4.1446759259259265
5715,01:35:00,Thursday,0,109.65384615384616,3.0373931623931623
5742,01:35:00,Tuesday,0,118.46260683760684,3.4658119658119655
5769,01:35:00,Wednesday,0,72.8707264957265,3.058760683760684
5796,01:40:00,Friday,0,118.80416666666667,3.6166666666666663
5813,01:40:00,Monday,0,49.03125,3.1958333333333333
5836,01:40:00,Saturday,0,127.29885057471265,4.313218390804598
5856,01:40:00,Sunday,0,96.875,3.2222222222222223
5876,01:40:00,Thursday,0,84.65416666666667,3.4041666666666663
5893,01:40:00,Tuesday,0,118.575,3.3083333333333336
5910,01:40:00,Wednesday,0,49.125,3.525
5927,01:45:00,Friday,0,173.64333333333332,3.916666666666667
5949,01:45:00,Monday,0,54.53095238095238,3.966666666666667
5974,01:45:00,Saturday,0,147.125,3.098958333333333
5988,01:45:00,Sunday,0,81.84126984126983,3.73015873015873
6006,01:45:00,Thursday,0,93.72166666666668,2.855
6028,01:45:00,Tuesday,0,63.80166666666667,3.7616666666666667
6050,01:45:00,Wednesday,0,51.03,3.33
6072,01:50:00,Friday,0,236.375,3.1223118279569895
6091,01:50:00,Monday,0,80.59325396825396,2.6904761904761907
6113,01:50:00,Saturday,0,118.16369047619047,3.395833333333333
6129,01:50:00,Sunday,0,46.44444444444444,3.8487654320987654
6147,01:50:00,Thursday,0,125.11424731182795,2.825268817204301
6166,01:50:00,Tuesday,0,82.0510752688172,3.4126344086021505
6185,01:50:00,Wednesday,0,110.5875,3.501388888888889
6204,01:55:00,Friday,0,106.59583333333335,3.1708333333333334
6221,01:55:00,Monday,0,36.779411764705884,2.3872549019607843
6242,01:55:00,Saturday,0,126.375,2.4358974358974357
6264,01:55:00,Sunday,0,52.90625,2.784722222222222
6282,01:55:00,Thursday,0,30.479166666666668,2.71875
6299,01:55:00,Tuesday,0,96.5625,4.3
6316,01:55:00,Wednesday,0,40.204166666666666,3.1604166666666664
6333,02:00:00,Friday,0,164.23055555555555,3.375
6351,02:00:00,Monday,0,61.01777777777777,3.506666666666667
6371,02:00:00,Saturday,0,148.57051282051282,3.4711538461538463
6389,02:00:00,Sunday,0,111.86184210526316,3.6842105263157894
6405,02:00:00,Thursday,0,130.29166666666669,3.1
6423,02:00:00,Tuesday,0,112.23333333333332,3.8541666666666665
6441,02:00:00,Wednesday,0,72.98245614035088,3.5482456140350878
6459,02:05:00,Friday,0,179.38621794871796,3.440705128205128
6476,02:05:00,Monday,0,122.51904761904763,4.461111111111111
6495,02:05:00,Saturday,0,234.27192982456143,5.192982456140351
6509,02:05:00,Sunday,0,147.41123188405797,4.893115942028985
6525,02:05:00,Thursday,0,182.47916666666666,4.711538461538462
6542,02:05:00,Tuesday,0,138.9903846153846,4.512820512820513
6559,02:05:00,Wednesday,0,113.56089743589745,4.176282051282052
6576,02:10:00,Friday,0,234.49583333333334,3.0875
6590,02:10:00,Monday,0,105.79166666666667,4.121794871794872
6604,02:10:00,Saturday,0,136.06712962962962,5.30787037037037
6616,02:10:00,Sunday,0,106.32598039215686,3.0490196078431375
6628,02:10:00,Thursday,0,130.50625,3.775
6642,02:10:00,Tuesday,0,122.78958333333335,3.8125
6656,02:10:00,Wednesday,0,133.35625,3.4875
6670,02:15:00,Friday,0,169.13368055555557,3.8038194444444446
6687,02:15:00,Monday,0,91.04814814814814,4.320833333333334
6705,02:15:00,Saturday,0,110.04901960784314,2.3823529411764706
6720,02:15:00,Sunday,0,112.85087719298245,3.041666666666667
6738,02:15:00,Thursday,0,138.57118055555554,5.230902777777778
6755,02:15:00,Tuesday,0,115.55208333333333,4.177083333333333
6772,02:15:00,Wednesday,0,124.375,4.635416666666667
6789,02:20:00,Friday,0,136.75520833333334,2.8663194444444446
6806,02:20:00,Monday,0,83.52710027100271,4.256775067750677
6825,02:20:00,Saturday,0,77.44097222222221,4.280092592592593
6843,02:20:00,Sunday,0,87.81696428571429,4.355654761904762
6861,02:20:00,Thursday,0,96.28125,2.90625
6878,02:20:00,Tuesday,0,103.3298611111111,2.826388888888889
6895,02:20:00,Wednesday,0,101.74305555555556,2.5052083333333335
6912,02:25:00,Friday,0,181.8767361111111,4.034722222222222
6928,02:25:00,Monday,0,188.70915032679738,4.397875816993464
6946,02:25:00,Saturday,0,148.96604938271605,4.84567901234568
6963,02:25:00,Sunday,0,147.41477272727272,2.840909090909091
6978,02:25:00,Thursday,0,119.97916666666667,5.385416666666667
6994,02:25:00,Tuesday,0,128.55208333333334,3.736111111111111
7010,02:25:00,Wednesday,0,126.19270833333333,3.8020833333333335
7026,02:30:00,Friday,0,200.96,3.0266666666666664
7043,02:30:00,Monday,0,118.98958333333333,4.03125
7061,02:30:00,Saturday,0,124.6842105263158,5.267543859649122
7076,02:30:00,Sunday,0,122.68627450980391,4.803921568627452
7091,02:30:00,Thursday,0,117.63666666666666,3.5533333333333332
7108,02:30:00,Tuesday,0,128.81333333333333,3.716666666666667
7125,02:30:00,Wednesday,0,161.20138888888889,3.434027777777778
7142,02:35:00,Friday,0,133.91176470588235,2.5490196078431375
7154,02:35:00,Monday,0,102.01225490196077,4.397058823529412
7171,02:35:00,Saturday,0,67.48148148148147,3.4166666666666665
7184,02:35:00,Sunday,0,111.63333333333334,4.133333333333333
7199,02:35:00,Thursday,0,112.96078431372548,3.583333333333333
7211,02:35:00,Tuesday,0,127.81862745098039,2.9656862745098036
7223,02:35:00,Wednesday,0,117.80882352941177,3.5833333333333335
7235,02:40:00,Friday,0,257.05357142857144,3.5416666666666665
7248,02:40:00,Monday,0,74.82333333333334,4.23
7264,02:40:00,Saturday,0,119.26315789473684,4.1271929824561395
7280,02:40:00,Sunday,0,142.12719298245617,3.06359649122807
7297,02:40:00,Thursday,0,99.25,4.535714285714286
7310,02:40:00,Tuesday,0,144.76785714285714,5.053571428571429
7323,02:40:00,Wednesday,0,126.01190476190474,4.8809523809523805
7336,02:45:00,Friday,0,130.33333333333334,2.518518518518518
7350,02:45:00,Monday,0,63.85069444444445,3.465277777777778
7365,02:45:00,Saturday,0,95.72222222222223,4.083333333333333
7375,02:45:00,Sunday,0,114.15,4.8
7386,02:45:00,Thursday,0,88.4074074074074,3.018518518518518
7400,02:45:00,Tuesday,0,153.9398148148148,2.8564814814814814
7414,02:45:00,Wednesday,0,150.01388888888889,3.4305555555555554
7428,02:50:00,Friday,0,297.1822916666667,3.125
7438,02:50:00,Monday,0,69.11858974358974,4.493589743589744
7451,02:50:00,Saturday,0,167.52083333333334,4.083333333333333
7461,02:50:00,Sunday,0,111.79365079365078,4.392857142857143
7474,02:50:00,Thursday,0,76.98958333333333,3.6770833333333335
7484,02:50:00,Tuesday,0,92.796875,3.9114583333333335
7494,02:50:00,Wednesday,0,105.92708333333333,4.161458333333333
7504,02:55:00,Friday,0,142.90625,2.4869791666666665
7518,02:55:00,Monday,0,-26.5,2.46
7532,02:55:00,Saturday,0,188.76960784313727,3.588235294117647
7548,02:55:00,Sunday,0,61.416666666666664,2.723958333333333
7560,02:55:00,Thursday,0,109.14322916666666,2.6979166666666665
7574,02:55:00,Tuesday,0,89.55208333333333,3.2708333333333335
7588,02:55:00,Wednesday,0,179.11979166666666,3.3046875
7602,03:00:00,Friday,0,147.52450980392155,4.612745098039216
7615,03:00:00,Monday,0,80.94202898550725,3.3659420289855073
7630,03:00:00,Saturday,0,51.947916666666664,3.114583333333333
7644,03:00:00,Sunday,0,200.52604166666666,4.208333333333333
7656,03:00:00,Thursday,0,142.83333333333331,5.534313725490197
7669,03:00:00,Tuesday,0,107.04411764705883,4.661764705882353
7682,03:00:00,Wednesday,0,153.25,4.0931372549019605
7695,03:05:00,Friday,0,180.44078947368422,5.151315789473684
7708,03:05:00,Monday,0,66.8349358974359,5.116987179487179
7724,03:05:00,Saturday,0,132.4375,4.704166666666667
7739,03:05:00,Sunday,0,126.83823529411765,6.730392156862744
7751,03:05:00,Thursday,0,152.24780701754386,4.929824561403509
7764,03:05:00,Tuesday,0,125.74780701754386,4.456140350877193
7777,03:05:00,Wednesday,0,266.92763157894734,5.559210526315789
7790,03:10:00,Friday,0,224.24479166666666,2.2291666666666665
7803,03:10:00,Monday,0,66.29347826086956,3.855072463768116
7819,03:10:00,Saturday,0,54.857142857142854,2.720238095238095
7831,03:10:00,Sunday,0,116.0,4.115384615384615
7844,03:10:00,Thursday,0,183.20052083333334,2.880208333333333
7857,03:10:00,Tuesday,0,133.17708333333331,3.950520833333333
7870,03:10:00,Wednesday,0,242.27083333333331,2.536458333333333
7883,03:15:00,Friday,0,208.84375,5.401041666666667
7895,03:15:00,Monday,0,97.01587301587301,4.103174603174604
7909,03:15:00,Saturday,0,157.96428571428572,4.107142857142857
7922,03:15:00,Sunday,0,118.22916666666667,3.3541666666666665
7933,03:15:00,Thursday,0,185.45833333333334,6.010416666666667
7945,03:15:00,Tuesday,0,140.828125,6.354166666666667
7957,03:15:00,Wednesday,0,223.19791666666669,4.822916666666667
7969,03:20:00,Friday,0,165.51893939393938,1.9318181818181819
7979,03:20:00,Monday,0,112.0,4.243872549019607
7991,03:20:00,Saturday,0,-0.8842592592592583,2.902777777777778
8002,03:20:00,Sunday,0,105.24652777777777,4.065972222222222
8013,03:20:00,Thursday,0,232.0340909090909,1.8257575757575757
8023,03:20:00,Tuesday,0,117.47727272727273,2.6363636363636362
8033,03:20:00,Wednesday,0,273.3863636363636,2.215909090909091
8043,03:25:00,Friday,0,252.41666666666669,4.446969696969696
8052,03:25:00,Monday,0,56.629629629629626,4.467592592592593
8064,03:25:00,Saturday,0,109.36979166666666,4.34375
8075,03:25:00,Sunday,0,119.58928571428571,3.2142857142857144
8087,03:25:00,Thursday,0,242.0681818181818,5.083333333333334
8096,03:25:00,Tuesday,0,170.71212121212122,6.303030303030303
8105,03:25:00,Wednesday,0,285.6666666666667,4.507575757575757
8114,03:30:00,Friday,0,79.30729166666667,2.28125
8124,03:30:00,Monday,0,88.22916666666666,4.5
8135,03:30:00,Saturday,0,179.75520833333331,4.354166666666667
8147,03:30:00,Sunday,0,74.97395833333333,3.0572916666666665
8158,03:30:00,Thursday,0,119.38020833333333,2.677083333333333
8168,03:30:00,Tuesday,0,139.21875,2.369791666666667
8178,03:30:00,Wednesday,0,203.19270833333334,2.505208333333333
8188,03:35:00,Friday,0,156.025,4.783333333333333
8197,03:35:00,Monday,0,30.677777777777784,4.938888888888889
8209,03:35:00,Saturday,0,274.18939393939394,2.2803030303030303
8219,03:35:00,Sunday,0,12.321428571428571,2.583333333333333
8226,03:35:00,Thursday,0,52.016666666666666,6.491666666666665
8235,03:35:00,Tuesday,0,150.0,6.05
8244,03:35:00,Wednesday,0,22.075,6.016666666666667
8253,03:40:00,Friday,0,280.1111111111111,3.3333333333333335
8261,03:40:00,Monday,0,70.359375,5.78125
8272,03:40:00,Saturday,0,177.8869047619048,3.3392857142857144
8283,03:40:00,Sunday,0,37.69166666666667,2.6777777777777776
8295,03:40:00,Thursday,0,96.30555555555556,4.694444444444445
8303,03:40:00,Tuesday,0,241.66203703703707,4.347222222222222
8311,03:40:00,Wednesday,0,226.93055555555554,4.773148148148148
8319,03:45:00,Friday,0,86.25757575757575,3.916666666666667
8329,03:45:00,Monday,0,176.76190476190476,7.494047619047619
8340,03:45:00,Saturday,0,82.5,4.55
8350,03:45:00,Sunday,0,11.185185185185185,5.518518518518518
8360,03:45:00,Thursday,0,149.09848484848487,5.598484848484849
8370,03:45:00,Tuesday,0,278.89393939393943,6.06060606060606
8380,03:45:00,Wednesday,0,203.28787878787878,6.583333333333334
8390,03:50:00,Friday,0,98.35256410256412,3.198717948717949
8402,03:50:00,Monday,0,90.08333333333333,5.785087719298245
8414,03:50:00,Saturday,0,105.91666666666669,5.027777777777778
8424,03:50:00,Sunday,0,39.12820512820513,5.211538461538462
8434,03:50:00,Thursday,0,73.1388888888889,5.541666666666667
8445,03:50:00,Tuesday,0,183.50641025641028,5.80128205128205
8457,03:50:00,Wednesday,0,42.09027777777777,6.409722222222222
8468,03:55:00,Friday,0,84.31481481481482,0.8703703703703703
8476,03:55:00,Monday,0,92.50370370370369,2.5925925925925926
8486,03:55:00,Saturday,0,169.08333333333334,3.638888888888889
8496,03:55:00,Sunday,0,-71.96527777777777,1.6180555555555556
8505,03:55:00,Thursday,0,99.47222222222223,2.037037037037037
8513,03:55:00,Tuesday,0,153.79629629629633,2.138888888888889
8521,03:55:00,Wednesday,0,176.30555555555554,1.9722222222222223
8529,04:00:00,Friday,0,98.85185185185186,4.574074074074074
8538,04:00:00,Monday,0,212.9090909090909,7.532828282828283
8549,04:00:00,Saturday,0,144.91666666666669,7.062499999999999
8557,04:00:00,Sunday,0,142.28125,8.291666666666666
8564,04:00:00,Thursday,0,146.08333333333334,6.833333333333333
8572,04:00:00,Tuesday,0,252.58333333333334,8.055555555555555
8580,04:00:00,Wednesday,0,191.37037037037038,7.212962962962964
8588,04:05:00,Friday,0,129.25980392156862,3.4019607843137254
8602,04:05:00,Monday,0,189.37878787878788,5.212121212121212
8618,04:05:00,Saturday,0,204.5,6.142857142857143
8628,04:05:00,Sunday,0,56.294871794871796,4.801282051282051
8638,04:05:00,Thursday,0,239.68627450980392,4.921568627450981
8652,04:05:00,Tuesday,0,236.66176470588235,6.294117647058823
8666,04:05:00,Wednesday,0,245.7549019607843,5.892156862745098
8680,04:10:00,Friday,0,119.4656862745098,1.568627450980392
8694,04:10:00,Monday,0,247.87878787878788,2.462121212121212
8708,04:10:00,Saturday,0,128.4242424242424,1.2727272727272727
8715,04:10:00,Sunday,0,85.59722222222221,3.3125
8722,04:10:00,Thursday,0,213.94117647058823,1.5049019607843137
8736,04:10:00,Tuesday,0,211.51470588235293,2.5343137254901964
8750,04:10:00,Wednesday,0,256.1029411764706,1.7990196078431373
8764,04:15:00,Friday,0,104.65972222222223,4.059027777777778
8781,04:15:00,Monday,0,152.16666666666666,3.5416666666666665
8800,04:15:00,Saturday,0,114.08333333333334,2.9791666666666665
8813,04:15:00,Sunday,0,106.32777777777778,3.5888888888888886
8824,04:15:00,Thursday,0,72.71875,4.59375
8841,04:15:00,Tuesday,0,105.88541666666667,3.857638888888889
8858,04:15:00,Wednesday,0,84.53125,3.5625
8875,04:20:00,Friday,0,107.95430107526882,2.9731182795698925
8897,04:20:00,Monday,0,178.61764705882354,3.9330065359477127
8919,04:20:00,Saturday,0,41.88888888888889,4.4907407407407405
8933,04:20:00,Sunday,0,12.275252525252522,5.7020202020202015
8945,04:20:00,Thursday,0,119.11424731182795,3.064516129032258
8967,04:20:00,Tuesday,0,136.99462365591395,3.403225806451613
8989,04:20:00,Wednesday,0,126.13440860215053,2.850806451612903
9011,04:25:00,Friday,0,100.26086956521739,2.420289855072464
9029,04:25:00,Monday,0,123.22988505747126,3.1609195402298846
9047,04:25:00,Saturday,0,118.8611111111111,1.6666666666666667
9057,04:25:00,Sunday,0,50.583333333333336,1.3333333333333333
9066,04:25:00,Thursday,0,102.03985507246377,2.1268115942028984
9084,04:25:00,Tuesday,0,88.44927536231884,2.579710144927536
9102,04:25:00,Wednesday,0,80.3659420289855,2.358695652173913
9120,04:30:00,Friday,0,107.43333333333332,3.7260416666666663
9145,04:30:00,Monday,0,172.8462962962963,4.038888888888889
9172,04:30:00,Saturday,0,19.476190476190474,3.619047619047619
9183,04:30:00,Sunday,0,72.64583333333333,5.208333333333333
9196,04:30:00,Thursday,0,119.21875,3.8604166666666666
9221,04:30:00,Tuesday,0,93.87604166666667,3.9125
9246,04:30:00,Wednesday,0,89.02916666666667,4.048958333333333
9271,04:35:00,Friday,0,107.21780303030302,2.7083333333333335
9299,04:35:00,Monday,0,144.62585034013605,2.8197278911564623
9330,04:35:00,Saturday,0,60.76923076923077,2.3846153846153846
9340,04:35:00,Sunday,0,-27.63541666666667,0.7708333333333333
9348,04:35:00,Thursday,0,87.74444444444444,3.0277777777777777
9377,04:35:00,Tuesday,0,103.92222222222222,2.9574074074074077
9406,04:35:00,Wednesday,0,99.89444444444445,3.3537037037037036
9435,04:40:00,Friday,0,73.78003875968993,2.8003875968992245
9467,04:40:00,Monday,0,101.50520833333333,2.685763888888889
9499,04:40:00,Saturday,0,39.791666666666664,2.9166666666666665
9512,04:40:00,Sunday,0,117.05952380952382,3.375
9523,04:40:00,Thursday,0,79.56007751937983,2.8740310077519378
9555,04:40:00,Tuesday,0,53.48934108527131,2.6056201550387597
9587,04:40:00,Wednesday,0,82.70058139534883,2.875
9619,04:45:00,Friday,0,65.6550925925926,2.3626543209876543
9647,04:45:00,Monday,0,102.4084699453552,2.1530054644808745
9677,04:45:00,Saturday,0,4.9473684210526265,0.9298245614035089
9690,04:45:00,Sunday,0,47.776041666666664,1.5208333333333333
9701,04:45:00,Thursday,0,60.708333333333336,2.755401234567901
9729,04:45:00,Tuesday,0,62.19598765432098,2.5362654320987654
9757,04:45:00,Wednesday,0,59.30324074074074,2.7391975308641974
9785,04:50:00,Friday,0,66.35872395833333,3.1966145833333335
9826,04:50:00,Monday,0,123.52777777777777,3.0439814814814814
9869,04:50:00,Saturday,0,-25.851851851851848,1.9444444444444444
9882,04:50:00,Sunday,0,279.17857142857144,1.9642857142857142
9895,04:50:00,Thursday,0,75.55448717948718,3.969871794871795
9936,04:50:00,Tuesday,0,72.12435897435897,3.421153846153846
9977,04:50:00,Wednesday,0,69.75897435897436,3.751923076923077
10018,04:55:00,Friday,0,71.8617149758454,3.6153381642512077
10063,04:55:00,Monday,0,77.76793248945147,3.289029535864979
10110,04:55:00,Saturday,0,48.76190476190476,1.5833333333333333
10122,04:55:00,Sunday,0,27.291666666666668,2.8125
10132,04:55:00,Thursday,0,75.09842995169083,3.738526570048309
10177,04:55:00,Tuesday,0,83.86642156862746,3.4044117647058822
10221,04:55:00,Wednesday,0,87.91789215686275,3.778186274509804
10265,05:00:00,Friday,0,68.83473782771536,3.6502808988764044
10318,05:00:00,Monday,0,79.795,3.400416666666666
10373,05:00:00,Saturday,0,24.99038461538461,2.9294871794871793
10389,05:00:00,Sunday,0,87.91666666666667,4.0
10403,05:00:00,Thursday,0,79.45411985018727,3.7715355805243447
10456,05:00:00,Tuesday,0,64.42228464419475,3.236423220973783
10509,05:00:00,Wednesday,0,73.83567415730337,3.8497191011235956
10562,05:05:00,Friday,0,65.38831615120276,3.783505154639175
10620,05:05:00,Monday,0,89.8834126984127,3.2612698412698413
10679,05:05:00,Saturday,0,21.44791666666667,2.0243055555555554
10695,05:05:00,Sunday,0,103.671875,2.4453125
10710,05:05:00,Thursday,0,78.33462199312714,3.970360824742268
10768,05:05:00,Tuesday,0,75.51689576174113,3.8383447880870563
10826,05:05:00,Wednesday,0,82.42955326460482,4.061426116838488
10884,05:10:00,Friday,0,62.755208333333336,3.815972222222222
10945,05:10:00,Monday,0,79.35416666666667,3.3706275720164607
11005,05:10:00,Saturday,0,72.45666666666666,4.673333333333333
11021,05:10:00,Sunday,0,125.60625,3.9375
11035,05:10:00,Thursday,0,76.83246527777779,3.779513888888889
